,Name rarity score,Background rarity score,Left Arm rarity score,Right Arm rarity score,Eyes rarity score,Hat rarity score,Sleeves rarity score,Upper Body rarity score,Legs rarity score,Feet rarity score,Mouth rarity score,Bag rarity score,Nose rarity score,Outerwear rarity score,Shoe Gum rarity score,Fannypack rarity score,Neck rarity score,Suspenders rarity score,Ears rarity score,Overhead rarity score,Special rarity score,# matching traits rarity score,final score,tokenID
2191,0.041830974854066984,0.0,1.1525383574423091e-05,0.011994786042138172,9.517241554754378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027913000228356544,0.0,0.0,0.0,0.0,0.0,0.05672375871816277,Invisible Friends #2192
4787,0.041830974854066984,0.0,0.00018485517810925347,0.01262609057067176,0.00030217241936345154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017071790318235922,0.0,0.0,0.0,0.0,0.0,0.05665127205403504,Invisible Friends #4787
2673,0.041830974854066984,0.0,0.0004666835644069678,0.01262609057067176,0.0012333568137283734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.056239645863985346,Invisible Friends #2674
2762,0.041830974854066984,0.0,0.00022067982502965147,0.01262609057067176,0.0014389162826831023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05619920159356276,Invisible Friends #2763
3068,0.041830974854066984,0.0,0.00022067982502965147,0.01262609057067176,0.001405453113318379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05616573842419803,Invisible Friends #3069
4733,0.041830974854066984,0.0,0.0001430537559237439,0.011994786042138172,0.0004796387608943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017071790318235922,0.0,0.0,0.0,0.0,0.0,0.05615563244484686,Invisible Friends #4733
4847,0.041830974854066984,0.0,0.0001368639299462742,0.01262609057067176,0.0014389162826831023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05611538569847938,Invisible Friends #4847
1773,0.041830974854066984,0.0,0.00014598819194269248,0.01262609057067176,0.001405453113318379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05609104679111107,Invisible Friends #1776
1547,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.0014389162826831023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05599004715210753,Invisible Friends #1548
1719,0.041830974854066984,0.0,0.0005271795820152784,0.01262609057067176,0.0009087892311682752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.055975574299033555,Invisible Friends #1720
2225,0.041830974854066984,0.0,0.0005271795820152784,0.01262609057067176,0.000649833159921401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05571661822778668,Invisible Friends #2226
1561,0.041830974854066984,0.0,0.00012485832205625017,0.01262609057067176,0.0009087892311682752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.055573253039074524,Invisible Friends #1562
2697,0.041830974854066984,0.0,0.00012485832205625017,0.01262609057067176,0.000857226721598444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.055521690529504696,Invisible Friends #2698
4028,0.041830974854066984,0.0,0.00031986176886320266,0.01262609057067176,0.000649833159921401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.0555093004146346,Invisible Friends #4040
3622,0.041830974854066984,0.0,0.00022067982502965147,0.01262609057067176,0.000649833159921401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05541011847080105,Invisible Friends #3624
4063,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.0008004567400356332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05535158760946006,Invisible Friends #4075
1489,0.041830974854066984,0.0,0.00014598819194269248,0.01262609057067176,0.000649833159921401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05533542683771409,Invisible Friends #1490
2438,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.000649833159921401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05520096402934582,Invisible Friends #2439
554,0.041830974854066984,0.0,1.1525383574423091e-05,0.011994786042138172,0.0011734851237415593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.055093311464632394,Invisible Friends #555
1543,0.041830974854066984,0.0,0.0002635897910076392,0.01262609057067176,0.00028709968585601095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05509029496271365,Invisible Friends #1544
1688,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.0004796387608943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05503076963031879,Invisible Friends #1689
4126,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.0004796387608943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05503076963031879,Invisible Friends #4126
1122,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.0004796387608943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05503076963031879,Invisible Friends #1123
458,0.041830974854066984,0.0,0.00018485517810925347,0.01262609057067176,0.00022466350882041004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05494912417277967,Invisible Friends #459
717,0.041830974854066984,0.0,1.1525383574423091e-05,0.011994786042138172,0.0010072413978781717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05492706773876901,Invisible Friends #718
2468,0.041830974854066984,0.0,0.0001342815916454011,0.011994786042138172,0.000857226721598444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.054899809270560256,Invisible Friends #2469
2634,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.000311517958106651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05486264882753108,Invisible Friends #2635
1696,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.00030217241936345154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.054853303288787875,Invisible Friends #1697
2868,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.0002507654932476776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.0548018963626721,Invisible Friends #2869
1360,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.0002507654932476776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.0548018963626721,Invisible Friends #1361
4919,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.0002507654932476776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.0548018963626721,Invisible Friends #4919
1252,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.0002507654932476776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.0548018963626721,Invisible Friends #1253
1904,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.00022466350882041004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.054775794378244834,Invisible Friends #1908
2384,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.00022466350882041004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.054775794378244834,Invisible Friends #2385
1795,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,0.00022466350882041004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.054775794378244834,Invisible Friends #1799
1988,0.041830974854066984,0.0,0.0001368639299462742,0.01262609057067176,9.517241554754378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05477164183134382,Invisible Friends #1992
3855,0.041830974854066984,0.0,0.0001317948955038196,0.01262609057067176,9.517241554754378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05476657279690137,Invisible Friends #3860
179,0.041830974854066984,0.0,0.0005271795820152784,0.011994786042138172,0.00030217241936345154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05473765295869515,Invisible Friends #180
2416,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,9.517241554754378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05464630328497197,Invisible Friends #2417
1216,0.041830974854066984,0.0,1.1525383574423091e-05,0.01262609057067176,9.517241554754378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05464630328497197,Invisible Friends #1217
3356,0.041830974854066984,0.0,0.0005271795820152784,0.011994786042138172,9.517241554754378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.054530652954879244,Invisible Friends #3357
367,0.041830974854066984,0.0,1.1525383574423091e-05,0.011994786042138172,0.0004796387608943675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.0543994651017852,Invisible Friends #368
3950,0.041830974854066984,0.0,0.0001342815916454011,0.011994786042138172,0.0002507654932476776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05429334804220949,Invisible Friends #3962
1912,0.041830974854066984,0.0,1.1525383574423091e-05,0.0026655080093640382,0.008057931183025373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017071790318235922,0.0,0.0,0.0,0.0,0.0,0.05427311846185442,Invisible Friends #1916
1268,0.041830974854066984,0.0,1.1525383574423091e-05,0.011994786042138172,0.00028709968585601095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05420692602674684,Invisible Friends #1269
703,0.041830974854066984,0.0,1.1525383574423091e-05,0.011994786042138172,0.00028709968585601095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05420692602674684,Invisible Friends #704
3801,0.041830974854066984,0.0,1.1525383574423091e-05,0.011994786042138172,0.0002507654932476776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05417059183413851,Invisible Friends #3802
1052,0.041830974854066984,0.0,0.0001617482808455968,0.011994786042138172,9.517241554754378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05416522165370956,Invisible Friends #1053
2709,0.041830974854066984,0.0,1.1525383574423091e-05,0.011994786042138172,0.00022466350882041004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05414448984971124,Invisible Friends #2710
500,0.041830974854066984,0.0,1.1525383574423091e-05,0.011994786042138172,9.517241554754378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05401499875643838,Invisible Friends #501
3719,0.041830974854066984,0.0,1.1525383574423091e-05,0.011994786042138172,9.517241554754378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254006111126368e-05,0.0,0.0,0.0,0.0,0.0,0.05401499875643838,Invisible Friends #3721
